qid,image_id,image_filename,final_image_filename,image_relative_path,oss_url,city,lon,lat,streetclip_cluster_k25,image_file_exists_in_package
Q126,CD_466972,cd_466972_104.101770313_30.5997686205.jpg,Q126__cd_466972_104.1017703_30.59976862.jpg,images/Q126__cd_466972_104.1017703_30.59976862.jpg,,CD,104.1017703,30.59976862,20,True
Q127,CD_466326,cd_466326_104.104615973_30.6056660778.jpg,Q127__cd_466326_104.104616_30.60566608.jpg,images/Q127__cd_466326_104.104616_30.60566608.jpg,,CD,104.104616,30.60566608,20,True
Q128,CD_468453,cd_468453_104.081580511_30.6259343199.jpg,Q128__cd_468453_104.0815805_30.62593432.jpg,images/Q128__cd_468453_104.0815805_30.62593432.jpg,,CD,104.0815805,30.62593432,20,True
Q129,CD_416996,cd_416996_104.069881994_30.6926730463.jpg,Q129__cd_416996_104.069882_30.69267305.jpg,images/Q129__cd_416996_104.069882_30.69267305.jpg,,CD,104.069882,30.69267305,20,True
Q130,CD_53326,cd_53326_104.110305833_30.6501347217.jpg,Q130__cd_53326_104.1103058_30.65013472.jpg,images/Q130__cd_53326_104.1103058_30.65013472.jpg,,CD,104.1103058,30.65013472,21,True
Q131,CD_53708,cd_53708_104.109622954_30.6451774082.jpg,Q131__cd_53708_104.109623_30.64517741.jpg,images/Q131__cd_53708_104.109623_30.64517741.jpg,,CD,104.109623,30.64517741,21,True
Q132,CD_476641,cd_476641_104.144748265_30.6365427071.jpg,Q132__cd_476641_104.1447483_30.63654271.jpg,images/Q132__cd_476641_104.1447483_30.63654271.jpg,,CD,104.1447483,30.63654271,21,True
Q133,CD_53656,cd_53656_104.11372432_30.6656959067.jpg,Q133__cd_53656_104.1137243_30.66569591.jpg,images/Q133__cd_53656_104.1137243_30.66569591.jpg,,CD,104.1137243,30.66569591,21,True
Q134,CD_50704,cd_50704_104.08836609_30.6085974612.jpg,Q134__cd_50704_104.0883661_30.60859746.jpg,images/Q134__cd_50704_104.0883661_30.60859746.jpg,,CD,104.0883661,30.60859746,21,True
Q135,CD_53642,cd_53642_104.112932085_30.666183592.jpg,Q135__cd_53642_104.1129321_30.66618359.jpg,images/Q135__cd_53642_104.1129321_30.66618359.jpg,,CD,104.1129321,30.66618359,21,True
Q136,CD_473389,cd_473389_104.062898355_30.6496985722.jpg,Q136__cd_473389_104.0628984_30.64969857.jpg,images/Q136__cd_473389_104.0628984_30.64969857.jpg,,CD,104.0628984,30.64969857,21,True
Q137,CD_222289,cd_222289_104.075044041_30.6004243025.jpg,Q137__cd_222289_104.075044_30.6004243.jpg,images/Q137__cd_222289_104.075044_30.6004243.jpg,,CD,104.075044,30.6004243,22,True
Q138,CD_53590,cd_53590_104.117109571_30.6532660052.jpg,Q138__cd_53590_104.1171096_30.65326601.jpg,images/Q138__cd_53590_104.1171096_30.65326601.jpg,,CD,104.1171096,30.65326601,22,True
Q139,CD_37532,cd_37532_104.001826633_30.6765247637.jpg,Q139__cd_37532_104.0018266_30.67652476.jpg,images/Q139__cd_37532_104.0018266_30.67652476.jpg,,CD,104.0018266,30.67652476,22,True
Q140,CD_54426,cd_54426_104.087312568_30.6426199268.jpg,Q140__cd_54426_104.0873126_30.64261993.jpg,images/Q140__cd_54426_104.0873126_30.64261993.jpg,,CD,104.0873126,30.64261993,22,True
Q141,CD_49995,cd_49995_104.060972528_30.6058869601.jpg,Q141__cd_49995_104.0609725_30.60588696.jpg,images/Q141__cd_49995_104.0609725_30.60588696.jpg,,CD,104.0609725,30.60588696,22,True
Q142,CD_33758,cd_33758_104.057918497_30.671543794.jpg,Q142__cd_33758_104.0579185_30.67154379.jpg,images/Q142__cd_33758_104.0579185_30.67154379.jpg,,CD,104.0579185,30.67154379,23,True
Q143,CD_51913,cd_51913_104.074857502_30.6149548575.jpg,Q143__cd_51913_104.0748575_30.61495486.jpg,images/Q143__cd_51913_104.0748575_30.61495486.jpg,,CD,104.0748575,30.61495486,23,True
Q144,CD_415899,cd_415899_104.047182009_30.6936871849.jpg,Q144__cd_415899_104.047182_30.69368718.jpg,images/Q144__cd_415899_104.047182_30.69368718.jpg,,CD,104.047182,30.69368718,23,True
Q145,CD_50591,cd_50591_104.075390569_30.6071012312.jpg,Q145__cd_50591_104.0753906_30.60710123.jpg,images/Q145__cd_50591_104.0753906_30.60710123.jpg,,CD,104.0753906,30.60710123,23,True
Q146,CD_33089,cd_33089_104.118893223_30.7136991348.jpg,Q146__cd_33089_104.1188932_30.71369913.jpg,images/Q146__cd_33089_104.1188932_30.71369913.jpg,,CD,104.1188932,30.71369913,24,True
Q147,CD_411845,cd_411845_104.094877174_30.7017056757.jpg,Q147__cd_411845_104.0948772_30.70170568.jpg,images/Q147__cd_411845_104.0948772_30.70170568.jpg,,CD,104.0948772,30.70170568,24,True
Q148,CD_36662,cd_36662_104.008501666_30.6982431057.jpg,Q148__cd_36662_104.0085017_30.69824311.jpg,images/Q148__cd_36662_104.0085017_30.69824311.jpg,,CD,104.0085017,30.69824311,24,True
Q149,CD_413206,cd_413206_104.074660556_30.7219458978.jpg,Q149__cd_413206_104.0746606_30.7219459.jpg,images/Q149__cd_413206_104.0746606_30.7219459.jpg,,CD,104.0746606,30.7219459,24,True
Q150,CD_33046,cd_33046_104.107549761_30.7113173183.jpg,Q150__cd_33046_104.1075498_30.71131732.jpg,images/Q150__cd_33046_104.1075498_30.71131732.jpg,,CD,104.1075498,30.71131732,24,True
Q151,CQ_673121,cq_673121_106.513836_29.502859.jpg,Q151__cq_673121_106.513836_29.502859.jpg,images/Q151__cq_673121_106.513836_29.502859.jpg,,CQ,106.513836,29.502859,0,True
Q152,CQ_677050,cq_677050_106.516756_29.580284.jpg,Q152__cq_677050_106.516756_29.580284.jpg,images/Q152__cq_677050_106.516756_29.580284.jpg,,CQ,106.516756,29.580284,0,True
Q153,CQ_3307560,cq_3307560_106.486728_29.596466.jpg,Q153__cq_3307560_106.486728_29.596466.jpg,images/Q153__cq_3307560_106.486728_29.596466.jpg,,CQ,106.486728,29.596466,0,True
Q154,CQ_604294,cq_604294_106.453325_29.518473.jpg,Q154__cq_604294_106.453325_29.518473.jpg,images/Q154__cq_604294_106.453325_29.518473.jpg,,CQ,106.453325,29.518473,0,True
Q155,CQ_2436449,cq_2436449_106.550457_29.501851.jpg,Q155__cq_2436449_106.550457_29.501851.jpg,images/Q155__cq_2436449_106.550457_29.501851.jpg,,CQ,106.550457,29.501851,0,True
Q156,CQ_3394645,cq_3394645_106.568598_29.488040.jpg,Q156__cq_3394645_106.568598_29.48804.jpg,images/Q156__cq_3394645_106.568598_29.48804.jpg,,CQ,106.568598,29.48804,0,True
Q157,CQ_681395,cq_681395_106.519933_29.596233.jpg,Q157__cq_681395_106.519933_29.596233.jpg,images/Q157__cq_681395_106.519933_29.596233.jpg,,CQ,106.519933,29.596233,1,True
Q158,CQ_2432667,cq_2432667_106.519462_29.529151.jpg,Q158__cq_2432667_106.519462_29.529151.jpg,images/Q158__cq_2432667_106.519462_29.529151.jpg,,CQ,106.519462,29.529151,1,True
Q159,CQ_2423635,cq_2423635_106.473754_29.474413.jpg,Q159__cq_2423635_106.473754_29.474413.jpg,images/Q159__cq_2423635_106.473754_29.474413.jpg,,CQ,106.473754,29.474413,1,True
Q160,CQ_717204,cq_717204_106.559153_29.476584.jpg,Q160__cq_717204_106.559153_29.476584.jpg,images/Q160__cq_717204_106.559153_29.476584.jpg,,CQ,106.559153,29.476584,1,True
Q161,CQ_659951,cq_659951_106.499376_29.520677.jpg,Q161__cq_659951_106.499376_29.520677.jpg,images/Q161__cq_659951_106.499376_29.520677.jpg,,CQ,106.499376,29.520677,2,True
Q162,CQ_3175028,cq_3175028_106.498264_29.520379.jpg,Q162__cq_3175028_106.498264_29.520379.jpg,images/Q162__cq_3175028_106.498264_29.520379.jpg,,CQ,106.498264,29.520379,2,True
Q163,CQ_3304897,cq_3304897_106.520518_29.576565.jpg,Q163__cq_3304897_106.520518_29.576565.jpg,images/Q163__cq_3304897_106.520518_29.576565.jpg,,CQ,106.520518,29.576565,2,True
Q164,CQ_629422,cq_629422_106.479516_29.498419.jpg,Q164__cq_629422_106.479516_29.498419.jpg,images/Q164__cq_629422_106.479516_29.498419.jpg,,CQ,106.479516,29.498419,2,True
Q165,CQ_3306890,cq_3306890_106.498966_29.583597.jpg,Q165__cq_3306890_106.498966_29.583597.jpg,images/Q165__cq_3306890_106.498966_29.583597.jpg,,CQ,106.498966,29.583597,2,True
Q166,CQ_700951,cq_700951_106.542605_29.574302.jpg,Q166__cq_700951_106.542605_29.574302.jpg,images/Q166__cq_700951_106.542605_29.574302.jpg,,CQ,106.542605,29.574302,2,True
Q167,CQ_651518,cq_651518_106.491332_29.493510.jpg,Q167__cq_651518_106.491332_29.49351.jpg,images/Q167__cq_651518_106.491332_29.49351.jpg,,CQ,106.491332,29.49351,2,True
Q168,CQ_2431345,cq_2431345_106.562155_29.543268.jpg,Q168__cq_2431345_106.562155_29.543268.jpg,images/Q168__cq_2431345_106.562155_29.543268.jpg,,CQ,106.562155,29.543268,3,True
Q169,CQ_716083,cq_716083_106.559420_29.592271.jpg,Q169__cq_716083_106.55942_29.592271.jpg,images/Q169__cq_716083_106.55942_29.592271.jpg,,CQ,106.55942,29.592271,3,True
Q170,CQ_598903,cq_598903_106.465446_29.574058.jpg,Q170__cq_598903_106.465446_29.574058.jpg,images/Q170__cq_598903_106.465446_29.574058.jpg,,CQ,106.465446,29.574058,3,True
Q171,CQ_3503902,cq_3503902_106.437673_29.520333.jpg,Q171__cq_3503902_106.437673_29.520333.jpg,images/Q171__cq_3503902_106.437673_29.520333.jpg,,CQ,106.437673,29.520333,3,True
Q172,CQ_628612,cq_628612_106.475267_29.601132.jpg,Q172__cq_628612_106.475267_29.601132.jpg,images/Q172__cq_628612_106.475267_29.601132.jpg,,CQ,106.475267,29.601132,3,True
Q173,CQ_3150921,cq_3150921_106.482799_29.518016.jpg,Q173__cq_3150921_106.482799_29.518016.jpg,images/Q173__cq_3150921_106.482799_29.518016.jpg,,CQ,106.482799,29.518016,3,True
Q174,CQ_3369353,cq_3369353_106.549098_29.416348.jpg,Q174__cq_3369353_106.549098_29.416348.jpg,images/Q174__cq_3369353_106.549098_29.416348.jpg,,CQ,106.549098,29.416348,3,True
Q175,CQ_712142,cq_712142_106.559725_29.556077.jpg,Q175__cq_712142_106.559725_29.556077.jpg,images/Q175__cq_712142_106.559725_29.556077.jpg,,CQ,106.559725,29.556077,4,True
Q176,CQ_3420983,cq_3420983_106.527629_29.489219.jpg,Q176__cq_3420983_106.527629_29.489219.jpg,images/Q176__cq_3420983_106.527629_29.489219.jpg,,CQ,106.527629,29.489219,4,True
Q177,CQ_603702,cq_603702_106.462833_29.555535.jpg,Q177__cq_603702_106.462833_29.555535.jpg,images/Q177__cq_603702_106.462833_29.555535.jpg,,CQ,106.462833,29.555535,4,True
Q178,CQ_2834479,cq_2834479_106.458314_29.564702.jpg,Q178__cq_2834479_106.458314_29.564702.jpg,images/Q178__cq_2834479_106.458314_29.564702.jpg,,CQ,106.458314,29.564702,4,True
Q179,CQ_663080,cq_663080_106.508601_29.573681.jpg,Q179__cq_663080_106.508601_29.573681.jpg,images/Q179__cq_663080_106.508601_29.573681.jpg,,CQ,106.508601,29.573681,4,True
Q180,CQ_681464,cq_681464_106.522277_29.596559.jpg,Q180__cq_681464_106.522277_29.596559.jpg,images/Q180__cq_681464_106.522277_29.596559.jpg,,CQ,106.522277,29.596559,5,True
Q181,CQ_672500,cq_672500_106.513013_29.551711.jpg,Q181__cq_672500_106.513013_29.551711.jpg,images/Q181__cq_672500_106.513013_29.551711.jpg,,CQ,106.513013,29.551711,5,True
Q182,CQ_686412,cq_686412_106.529075_29.558449.jpg,Q182__cq_686412_106.529075_29.558449.jpg,images/Q182__cq_686412_106.529075_29.558449.jpg,,CQ,106.529075,29.558449,5,True
Q183,CQ_3307270,cq_3307270_106.492073_29.607674.jpg,Q183__cq_3307270_106.492073_29.607674.jpg,images/Q183__cq_3307270_106.492073_29.607674.jpg,,CQ,106.492073,29.607674,5,True
Q184,CQ_663855,cq_663855_106.509428_29.531565.jpg,Q184__cq_663855_106.509428_29.531565.jpg,images/Q184__cq_663855_106.509428_29.531565.jpg,,CQ,106.509428,29.531565,5,True
Q185,CQ_629147,cq_629147_106.479690_29.530983.jpg,Q185__cq_629147_106.47969_29.530983.jpg,images/Q185__cq_629147_106.47969_29.530983.jpg,,CQ,106.47969,29.530983,5,True
Q186,CQ_3156669,cq_3156669_106.513286_29.519683.jpg,Q186__cq_3156669_106.513286_29.519683.jpg,images/Q186__cq_3156669_106.513286_29.519683.jpg,,CQ,106.513286,29.519683,5,True
Q187,CQ_753234,cq_753234_106.599227_29.511540.jpg,Q187__cq_753234_106.599227_29.51154.jpg,images/Q187__cq_753234_106.599227_29.51154.jpg,,CQ,106.599227,29.51154,6,True
Q188,CQ_3156715,cq_3156715_106.527555_29.490634.jpg,Q188__cq_3156715_106.527555_29.490634.jpg,images/Q188__cq_3156715_106.527555_29.490634.jpg,,CQ,106.527555,29.490634,6,True
Q189,CQ_3051595,cq_3051595_106.556943_29.483776.jpg,Q189__cq_3051595_106.556943_29.483776.jpg,images/Q189__cq_3051595_106.556943_29.483776.jpg,,CQ,106.556943,29.483776,6,True
Q190,CQ_650646,cq_650646_106.495917_29.561839.jpg,Q190__cq_650646_106.495917_29.561839.jpg,images/Q190__cq_650646_106.495917_29.561839.jpg,,CQ,106.495917,29.561839,6,True
Q191,CQ_662899,cq_662899_106.505107_29.593368.jpg,Q191__cq_662899_106.505107_29.593368.jpg,images/Q191__cq_662899_106.505107_29.593368.jpg,,CQ,106.505107,29.593368,6,True
Q192,CQ_3422609,cq_3422609_106.520835_29.616798.jpg,Q192__cq_3422609_106.520835_29.616798.jpg,images/Q192__cq_3422609_106.520835_29.616798.jpg,,CQ,106.520835,29.616798,7,True
Q193,CQ_3153485,cq_3153485_106.490185_29.486368.jpg,Q193__cq_3153485_106.490185_29.486368.jpg,images/Q193__cq_3153485_106.490185_29.486368.jpg,,CQ,106.490185,29.486368,7,True
Q194,CQ_2433375,cq_2433375_106.580511_29.585288.jpg,Q194__cq_2433375_106.580511_29.585288.jpg,images/Q194__cq_2433375_106.580511_29.585288.jpg,,CQ,106.580511,29.585288,7,True
Q195,CQ_640497,cq_640497_106.483639_29.529413.jpg,Q195__cq_640497_106.483639_29.529413.jpg,images/Q195__cq_640497_106.483639_29.529413.jpg,,CQ,106.483639,29.529413,8,True
Q196,CQ_628859,cq_628859_106.479986_29.567805.jpg,Q196__cq_628859_106.479986_29.567805.jpg,images/Q196__cq_628859_106.479986_29.567805.jpg,,CQ,106.479986,29.567805,8,True
Q197,CQ_3155321,cq_3155321_106.459387_29.483333.jpg,Q197__cq_3155321_106.459387_29.483333.jpg,images/Q197__cq_3155321_106.459387_29.483333.jpg,,CQ,106.459387,29.483333,8,True
Q198,CQ_594178,cq_594178_106.443707_29.556470.jpg,Q198__cq_594178_106.443707_29.55647.jpg,images/Q198__cq_594178_106.443707_29.55647.jpg,,CQ,106.443707,29.55647,8,True
Q199,CQ_3300264,cq_3300264_106.520665_29.526555.jpg,Q199__cq_3300264_106.520665_29.526555.jpg,images/Q199__cq_3300264_106.520665_29.526555.jpg,,CQ,106.520665,29.526555,8,True
Q200,CQ_711696,cq_711696_106.555049_29.600416.jpg,Q200__cq_711696_106.555049_29.600416.jpg,images/Q200__cq_711696_106.555049_29.600416.jpg,,CQ,106.555049,29.600416,8,True
Q201,CQ_650439,cq_650439_106.493302_29.578158.jpg,Q201__cq_650439_106.493302_29.578158.jpg,images/Q201__cq_650439_106.493302_29.578158.jpg,,CQ,106.493302,29.578158,22,True
Q202,CQ_2433664,cq_2433664_106.491125_29.537488.jpg,Q202__cq_2433664_106.491125_29.537488.jpg,images/Q202__cq_2433664_106.491125_29.537488.jpg,,CQ,106.491125,29.537488,9,True
Q203,CQ_677877,cq_677877_106.516208_29.477576.jpg,Q203__cq_677877_106.516208_29.477576.jpg,images/Q203__cq_677877_106.516208_29.477576.jpg,,CQ,106.516208,29.477576,9,True
Q204,CQ_3279619,cq_3279619_106.536164_29.438594.jpg,Q204__cq_3279619_106.536164_29.438594.jpg,images/Q204__cq_3279619_106.536164_29.438594.jpg,,CQ,106.536164,29.438594,9,True
Q205,CQ_604263,cq_604263_106.455270_29.519213.jpg,Q205__cq_604263_106.45527_29.519213.jpg,images/Q205__cq_604263_106.45527_29.519213.jpg,,CQ,106.45527,29.519213,9,True
Q206,CQ_2795563,cq_2795563_106.525219_29.559032.jpg,Q206__cq_2795563_106.525219_29.559032.jpg,images/Q206__cq_2795563_106.525219_29.559032.jpg,,CQ,106.525219,29.559032,10,True
Q207,CQ_629392,cq_629392_106.478110_29.500918.jpg,Q207__cq_629392_106.47811_29.500918.jpg,images/Q207__cq_629392_106.47811_29.500918.jpg,,CQ,106.47811,29.500918,10,True
Q208,CQ_3151204,cq_3151204_106.472448_29.500761.jpg,Q208__cq_3151204_106.472448_29.500761.jpg,images/Q208__cq_3151204_106.472448_29.500761.jpg,,CQ,106.472448,29.500761,10,True
Q209,CQ_2913771,cq_2913771_106.506984_29.585227.jpg,Q209__cq_2913771_106.506984_29.585227.jpg,images/Q209__cq_2913771_106.506984_29.585227.jpg,,CQ,106.506984,29.585227,10,True
Q210,CQ_613575,cq_613575_106.460868_29.531170.jpg,Q210__cq_613575_106.460868_29.53117.jpg,images/Q210__cq_613575_106.460868_29.53117.jpg,,CQ,106.460868,29.53117,10,True
Q211,CQ_692838,cq_692838_106.535410_29.487416.jpg,Q211__cq_692838_106.53541_29.487416.jpg,images/Q211__cq_692838_106.53541_29.487416.jpg,,CQ,106.53541,29.487416,10,True
Q212,CQ_664018,cq_664018_106.502797_29.515364.jpg,Q212__cq_664018_106.502797_29.515364.jpg,images/Q212__cq_664018_106.502797_29.515364.jpg,,CQ,106.502797,29.515364,10,True
Q213,CQ_2433450,cq_2433450_106.459617_29.521065.jpg,Q213__cq_2433450_106.459617_29.521065.jpg,images/Q213__cq_2433450_106.459617_29.521065.jpg,,CQ,106.459617,29.521065,11,True
Q214,CQ_3424109,cq_3424109_106.489756_29.609363.jpg,Q214__cq_3424109_106.489756_29.609363.jpg,images/Q214__cq_3424109_106.489756_29.609363.jpg,,CQ,106.489756,29.609363,11,True
Q215,CQ_3506101,cq_3506101_106.500227_29.457823.jpg,Q215__cq_3506101_106.500227_29.457823.jpg,images/Q215__cq_3506101_106.500227_29.457823.jpg,,CQ,106.500227,29.457823,11,True
Q216,CQ_2432492,cq_2432492_106.574650_29.523836.jpg,Q216__cq_2432492_106.57465_29.523836.jpg,images/Q216__cq_2432492_106.57465_29.523836.jpg,,CQ,106.57465,29.523836,11,True
Q217,CQ_630060,cq_630060_106.475495_29.459301.jpg,Q217__cq_630060_106.475495_29.459301.jpg,images/Q217__cq_630060_106.475495_29.459301.jpg,,CQ,106.475495,29.459301,12,True
Q218,CQ_2913763,cq_2913763_106.514853_29.593525.jpg,Q218__cq_2913763_106.514853_29.593525.jpg,images/Q218__cq_2913763_106.514853_29.593525.jpg,,CQ,106.514853,29.593525,12,True
Q219,CQ_2913732,cq_2913732_106.525143_29.591695.jpg,Q219__cq_2913732_106.525143_29.591695.jpg,images/Q219__cq_2913732_106.525143_29.591695.jpg,,CQ,106.525143,29.591695,12,True
Q220,CQ_3146289,cq_3146289_106.476971_29.521411.jpg,Q220__cq_3146289_106.476971_29.521411.jpg,images/Q220__cq_3146289_106.476971_29.521411.jpg,,CQ,106.476971,29.521411,12,True
Q221,CQ_3155995,cq_3155995_106.466887_29.533157.jpg,Q221__cq_3155995_106.466887_29.533157.jpg,images/Q221__cq_3155995_106.466887_29.533157.jpg,,CQ,106.466887,29.533157,12,True
Q222,CQ_641201,cq_641201_106.482884_29.472298.jpg,Q222__cq_641201_106.482884_29.472298.jpg,images/Q222__cq_641201_106.482884_29.472298.jpg,,CQ,106.482884,29.472298,12,True
Q223,CQ_641113,cq_641113_106.482808_29.491264.jpg,Q223__cq_641113_106.482808_29.491264.jpg,images/Q223__cq_641113_106.482808_29.491264.jpg,,CQ,106.482808,29.491264,12,True
Q224,CQ_594542,cq_594542_106.441957_29.547073.jpg,Q224__cq_594542_106.441957_29.547073.jpg,images/Q224__cq_594542_106.441957_29.547073.jpg,,CQ,106.441957,29.547073,12,True
Q225,CQ_2923503,cq_2923503_106.549731_29.580781.jpg,Q225__cq_2923503_106.549731_29.580781.jpg,images/Q225__cq_2923503_106.549731_29.580781.jpg,,CQ,106.549731,29.580781,13,True
Q226,CQ_682242,cq_682242_106.523713_29.548025.jpg,Q226__cq_682242_106.523713_29.548025.jpg,images/Q226__cq_682242_106.523713_29.548025.jpg,,CQ,106.523713,29.548025,13,True
Q227,CQ_711484,cq_711484_106.555874_29.606762.jpg,Q227__cq_711484_106.555874_29.606762.jpg,images/Q227__cq_711484_106.555874_29.606762.jpg,,CQ,106.555874,29.606762,13,True
Q228,CQ_726199,cq_726199_106.570199_29.492567.jpg,Q228__cq_726199_106.570199_29.492567.jpg,images/Q228__cq_726199_106.570199_29.492567.jpg,,CQ,106.570199,29.492567,13,True
Q229,CQ_594890,cq_594890_106.443008_29.508808.jpg,Q229__cq_594890_106.443008_29.508808.jpg,images/Q229__cq_594890_106.443008_29.508808.jpg,,CQ,106.443008,29.508808,13,True
Q230,CQ_640884,cq_640884_106.484601_29.516150.jpg,Q230__cq_640884_106.484601_29.51615.jpg,images/Q230__cq_640884_106.484601_29.51615.jpg,,CQ,106.484601,29.51615,13,True
Q231,CQ_647576,cq_647576_106.487660_29.501759.jpg,Q231__cq_647576_106.48766_29.501759.jpg,images/Q231__cq_647576_106.48766_29.501759.jpg,,CQ,106.48766,29.501759,14,True
Q232,CQ_624784,cq_624784_106.475028_29.508645.jpg,Q232__cq_624784_106.475028_29.508645.jpg,images/Q232__cq_624784_106.475028_29.508645.jpg,,CQ,106.475028,29.508645,14,True
Q233,CQ_673067,cq_673067_106.512380_29.505796.jpg,Q233__cq_673067_106.51238_29.505796.jpg,images/Q233__cq_673067_106.51238_29.505796.jpg,,CQ,106.51238,29.505796,14,True
Q234,CQ_711876,cq_711876_106.558600_29.586412.jpg,Q234__cq_711876_106.5586_29.586412.jpg,images/Q234__cq_711876_106.5586_29.586412.jpg,,CQ,106.5586,29.586412,14,True
Q235,CQ_3161447,cq_3161447_106.532064_29.500991.jpg,Q235__cq_3161447_106.532064_29.500991.jpg,images/Q235__cq_3161447_106.532064_29.500991.jpg,,CQ,106.532064,29.500991,14,True
Q236,CQ_624797,cq_624797_106.473049_29.506592.jpg,Q236__cq_624797_106.473049_29.506592.jpg,images/Q236__cq_624797_106.473049_29.506592.jpg,,CQ,106.473049,29.506592,14,True
Q237,CQ_3426144,cq_3426144_106.486124_29.526742.jpg,Q237__cq_3426144_106.486124_29.526742.jpg,images/Q237__cq_3426144_106.486124_29.526742.jpg,,CQ,106.486124,29.526742,15,True
Q238,CQ_3306470,cq_3306470_106.554471_29.605218.jpg,Q238__cq_3306470_106.554471_29.605218.jpg,images/Q238__cq_3306470_106.554471_29.605218.jpg,,CQ,106.554471,29.605218,15,True
Q239,CQ_3160428,cq_3160428_106.453085_29.552264.jpg,Q239__cq_3160428_106.453085_29.552264.jpg,images/Q239__cq_3160428_106.453085_29.552264.jpg,,CQ,106.453085,29.552264,15,True
Q240,CQ_629489,cq_629489_106.478800_29.498056.jpg,Q240__cq_629489_106.4788_29.498056.jpg,images/Q240__cq_629489_106.4788_29.498056.jpg,,CQ,106.4788,29.498056,15,True
Q241,CQ_682474,cq_682474_106.522254_29.532978.jpg,Q241__cq_682474_106.522254_29.532978.jpg,images/Q241__cq_682474_106.522254_29.532978.jpg,,CQ,106.522254,29.532978,15,True
Q242,CQ_3162374,cq_3162374_106.454420_29.553218.jpg,Q242__cq_3162374_106.45442_29.553218.jpg,images/Q242__cq_3162374_106.45442_29.553218.jpg,,CQ,106.45442,29.553218,15,True
Q243,CQ_681554,cq_681554_106.520744_29.590314.jpg,Q243__cq_681554_106.520744_29.590314.jpg,images/Q243__cq_681554_106.520744_29.590314.jpg,,CQ,106.520744,29.590314,15,True
Q244,CQ_732695,cq_732695_106.583952_29.537571.jpg,Q244__cq_732695_106.583952_29.537571.jpg,images/Q244__cq_732695_106.583952_29.537571.jpg,,CQ,106.583952,29.537571,15,True
Q245,CQ_3153404,cq_3153404_106.453575_29.538531.jpg,Q245__cq_3153404_106.453575_29.538531.jpg,images/Q245__cq_3153404_106.453575_29.538531.jpg,,CQ,106.453575,29.538531,16,True
Q246,CQ_3304879,cq_3304879_106.527284_29.572082.jpg,Q246__cq_3304879_106.527284_29.572082.jpg,images/Q246__cq_3304879_106.527284_29.572082.jpg,,CQ,106.527284,29.572082,16,True
Q247,CQ_599182,cq_599182_106.450120_29.560037.jpg,Q247__cq_599182_106.45012_29.560037.jpg,images/Q247__cq_599182_106.45012_29.560037.jpg,,CQ,106.45012,29.560037,16,True
Q248,CQ_3161151,cq_3161151_106.497209_29.530996.jpg,Q248__cq_3161151_106.497209_29.530996.jpg,images/Q248__cq_3161151_106.497209_29.530996.jpg,,CQ,106.497209,29.530996,16,True
Q249,CQ_651038,cq_651038_106.492391_29.520247.jpg,Q249__cq_651038_106.492391_29.520247.jpg,images/Q249__cq_651038_106.492391_29.520247.jpg,,CQ,106.492391,29.520247,16,True
Q250,CQ_629645,cq_629645_106.480273_29.489952.jpg,Q250__cq_629645_106.480273_29.489952.jpg,images/Q250__cq_629645_106.480273_29.489952.jpg,,CQ,106.480273,29.489952,16,True
Q251,CQ_3160737,cq_3160737_106.529204_29.494881.jpg,Q251__cq_3160737_106.529204_29.494881.jpg,images/Q251__cq_3160737_106.529204_29.494881.jpg,,CQ,106.529204,29.494881,16,True
Q252,CQ_659408,cq_659408_106.501148_29.585392.jpg,Q252__cq_659408_106.501148_29.585392.jpg,images/Q252__cq_659408_106.501148_29.585392.jpg,,CQ,106.501148,29.585392,17,True
Q253,CQ_2431841,cq_2431841_106.553052_29.522119.jpg,Q253__cq_2431841_106.553052_29.522119.jpg,images/Q253__cq_2431841_106.553052_29.522119.jpg,,CQ,106.553052,29.522119,17,True
Q254,CQ_676998,cq_676998_106.518937_29.584998.jpg,Q254__cq_676998_106.518937_29.584998.jpg,images/Q254__cq_676998_106.518937_29.584998.jpg,,CQ,106.518937,29.584998,17,True
Q255,CQ_2434440,cq_2434440_106.541947_29.576071.jpg,Q255__cq_2434440_106.541947_29.576071.jpg,images/Q255__cq_2434440_106.541947_29.576071.jpg,,CQ,106.541947,29.576071,17,True
Q256,CQ_2423599,cq_2423599_106.473811_29.489111.jpg,Q256__cq_2423599_106.473811_29.489111.jpg,images/Q256__cq_2423599_106.473811_29.489111.jpg,,CQ,106.473811,29.489111,18,True
Q257,CQ_2431228,cq_2431228_106.534125_29.424309.jpg,Q257__cq_2431228_106.534125_29.424309.jpg,images/Q257__cq_2431228_106.534125_29.424309.jpg,,CQ,106.534125,29.424309,18,True
Q258,CQ_594865,cq_594865_106.450709_29.504638.jpg,Q258__cq_594865_106.450709_29.504638.jpg,images/Q258__cq_594865_106.450709_29.504638.jpg,,CQ,106.450709,29.504638,18,True
Q259,CQ_659574,cq_659574_106.499877_29.570222.jpg,Q259__cq_659574_106.499877_29.570222.jpg,images/Q259__cq_659574_106.499877_29.570222.jpg,,CQ,106.499877,29.570222,18,True
Q260,CQ_650886,cq_650886_106.494986_29.534104.jpg,Q260__cq_650886_106.494986_29.534104.jpg,images/Q260__cq_650886_106.494986_29.534104.jpg,,CQ,106.494986,29.534104,18,True
