qid,sample_origin,image_id,city,lon,lat,year_month_x,image_filename_original,source_image_path,streetclip_cluster_k25,distance_to_cluster_center_x,distance_layer,cluster_name_cn,questionnaire_image_filename,questionnaire_image_path,original_08B_image_id,replacement_detected,reported_replaced_by_user,reported_vs_detected,final_checked_image_filename,final_checked_image_path,sha256,year_month_y,image_filename,image_path,streetclip_source_path,distance_to_cluster_center_y,resolved_source_image_path,source_sha256,08D_flat_filename,08D_flat_path,final_image_filename,final_image_path,final_freeze_status,final_freeze_source_08D_run
Q139,existing_300,CD_37532,chengdu,104.0018266,30.67652476,202005,cd_37532_104.001826633_30.6765247637.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_37532_104.001826633_30.6765247637.jpg,22,0.2023404836654663,center,重庆高层主干路/山地城市道路,Q139__cd_37532_104.0018266_30.67652476.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q139__cd_37532_104.0018266_30.67652476.jpg,CD_37532,False,False,not_applicable_existing_300,Q139__Q139_cd_37532_104.001826633_30.6765247637.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q139__Q139_cd_37532_104.001826633_30.6765247637.jpg,,202005,cd_37532_104.001826633_30.6765247637.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_37532_104.001826633_30.6765247637.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_37532_104.001826633_30.6765247637.jpg,0.2023404836654663,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q139__Q139_cd_37532_104.001826633_30.6765247637.jpg,4f42755bcc1726b37aaec2e1eeebdea8171ca5e936f6337bd33055ba4659e744,Q139__cd_37532_104.0018266_30.67652476.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q139__cd_37532_104.0018266_30.67652476.jpg,Q139__cd_37532_104.0018266_30.67652476.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q139__cd_37532_104.0018266_30.67652476.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q140,existing_300,CD_54426,chengdu,104.0873126,30.64261993,202210,cd_54426_104.087312568_30.6426199268.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_54426_104.087312568_30.6426199268.jpg,22,0.2477919608354568,middle,重庆高层主干路/山地城市道路,Q140__cd_54426_104.0873126_30.64261993.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q140__cd_54426_104.0873126_30.64261993.jpg,CD_54426,False,False,not_applicable_existing_300,Q140__Q140_cd_54426_104.087312568_30.6426199268.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q140__Q140_cd_54426_104.087312568_30.6426199268.jpg,,202210,cd_54426_104.087312568_30.6426199268.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_54426_104.087312568_30.6426199268.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_54426_104.087312568_30.6426199268.jpg,0.2477919608354568,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q140__Q140_cd_54426_104.087312568_30.6426199268.jpg,6dcf2193d6eec59cc1293dd93b1e786e6a6b2bb6610f482a4d7aabd75befbc3f,Q140__cd_54426_104.0873126_30.64261993.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q140__cd_54426_104.0873126_30.64261993.jpg,Q140__cd_54426_104.0873126_30.64261993.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q140__cd_54426_104.0873126_30.64261993.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q141,existing_300,CD_49995,chengdu,104.0609725,30.60588696,202003,cd_49995_104.060972528_30.6058869601.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_49995_104.060972528_30.6058869601.jpg,22,0.272738516330719,edge,重庆高层主干路/山地城市道路,Q141__cd_49995_104.0609725_30.60588696.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q141__cd_49995_104.0609725_30.60588696.jpg,CD_49995,False,False,not_applicable_existing_300,Q141__Q141_cd_49995_104.060972528_30.6058869601.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q141__Q141_cd_49995_104.060972528_30.6058869601.jpg,,202003,cd_49995_104.060972528_30.6058869601.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_49995_104.060972528_30.6058869601.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_49995_104.060972528_30.6058869601.jpg,0.272738516330719,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q141__Q141_cd_49995_104.060972528_30.6058869601.jpg,5e38a905ea69f27fd6f5bb762fc406c8ad9f1ed24352bb48f630ce58aeb2527e,Q141__cd_49995_104.0609725_30.60588696.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q141__cd_49995_104.0609725_30.60588696.jpg,Q141__cd_49995_104.0609725_30.60588696.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q141__cd_49995_104.0609725_30.60588696.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q142,existing_300,CD_33758,chengdu,104.0579185,30.67154379,202005,cd_33758_104.057918497_30.671543794.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33758_104.057918497_30.671543794.jpg,23,0.2346433401107788,center,重庆高密居住道路/坡地街区,Q142__cd_33758_104.0579185_30.67154379.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q142__cd_33758_104.0579185_30.67154379.jpg,CD_33758,False,False,not_applicable_existing_300,Q142__Q142_cd_33758_104.057918497_30.671543794.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q142__Q142_cd_33758_104.057918497_30.671543794.jpg,,202005,cd_33758_104.057918497_30.671543794.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33758_104.057918497_30.671543794.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33758_104.057918497_30.671543794.jpg,0.2346433401107788,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q142__Q142_cd_33758_104.057918497_30.671543794.jpg,de8fc6c6a24dd654488cecc9a79f3939804269c15059ab9796c8c399d268618a,Q142__cd_33758_104.0579185_30.67154379.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q142__cd_33758_104.0579185_30.67154379.jpg,Q142__cd_33758_104.0579185_30.67154379.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q142__cd_33758_104.0579185_30.67154379.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q143,existing_300,CD_51913,chengdu,104.0748575,30.61495486,202005,cd_51913_104.074857502_30.6149548575.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_51913_104.074857502_30.6149548575.jpg,23,0.2511713802814484,center,重庆高密居住道路/坡地街区,Q143__cd_51913_104.0748575_30.61495486.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q143__cd_51913_104.0748575_30.61495486.jpg,CD_51913,False,False,not_applicable_existing_300,Q143__Q143_cd_51913_104.074857502_30.6149548575.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q143__Q143_cd_51913_104.074857502_30.6149548575.jpg,,202005,cd_51913_104.074857502_30.6149548575.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_51913_104.074857502_30.6149548575.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_51913_104.074857502_30.6149548575.jpg,0.2511713802814484,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q143__Q143_cd_51913_104.074857502_30.6149548575.jpg,24742f0974af9a022b8869ce510ac438cebd711b4c8b2624f160071319dbd857,Q143__cd_51913_104.0748575_30.61495486.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q143__cd_51913_104.0748575_30.61495486.jpg,Q143__cd_51913_104.0748575_30.61495486.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q143__cd_51913_104.0748575_30.61495486.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q144,existing_300,CD_415899,chengdu,104.047182,30.69368718,202003,cd_415899_104.047182009_30.6936871849.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_415899_104.047182009_30.6936871849.jpg,23,0.2412887066602707,center,重庆高密居住道路/坡地街区,Q144__cd_415899_104.047182_30.69368718.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q144__cd_415899_104.047182_30.69368718.jpg,CD_415899,False,False,not_applicable_existing_300,Q144__Q144_cd_415899_104.047182009_30.6936871849.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q144__Q144_cd_415899_104.047182009_30.6936871849.jpg,,202003,cd_415899_104.047182009_30.6936871849.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_415899_104.047182009_30.6936871849.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_415899_104.047182009_30.6936871849.jpg,0.2412887066602707,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q144__Q144_cd_415899_104.047182009_30.6936871849.jpg,55ebd073ea386d21a0176d7b47da9bf00e829b4dab4a3454b6b33eb13a37ec2a,Q144__cd_415899_104.047182_30.69368718.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q144__cd_415899_104.047182_30.69368718.jpg,Q144__cd_415899_104.047182_30.69368718.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q144__cd_415899_104.047182_30.69368718.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q145,existing_300,CD_50591,chengdu,104.0753906,30.60710123,202005,cd_50591_104.075390569_30.6071012312.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_50591_104.075390569_30.6071012312.jpg,23,0.2678491175174713,middle,重庆高密居住道路/坡地街区,Q145__cd_50591_104.0753906_30.60710123.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q145__cd_50591_104.0753906_30.60710123.jpg,CD_50591,False,False,not_applicable_existing_300,Q145__Q145_cd_50591_104.075390569_30.6071012312.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q145__Q145_cd_50591_104.075390569_30.6071012312.jpg,,202005,cd_50591_104.075390569_30.6071012312.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_50591_104.075390569_30.6071012312.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_50591_104.075390569_30.6071012312.jpg,0.2678491175174713,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q145__Q145_cd_50591_104.075390569_30.6071012312.jpg,60a0bdee7f4409183ddcba71e3880b4342873d765457e3c8419f274d60a90bef,Q145__cd_50591_104.0753906_30.60710123.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q145__cd_50591_104.0753906_30.60710123.jpg,Q145__cd_50591_104.0753906_30.60710123.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q145__cd_50591_104.0753906_30.60710123.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q146,existing_300,CD_33089,chengdu,104.1188932,30.71369913,201903,cd_33089_104.118893223_30.7136991348.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33089_104.118893223_30.7136991348.jpg,24,0.2683013379573822,middle,开敞公园化/滨水式道路,Q146__cd_33089_104.1188932_30.71369913.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q146__cd_33089_104.1188932_30.71369913.jpg,CD_33089,False,False,not_applicable_existing_300,Q146__Q146_cd_33089_104.118893223_30.7136991348.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q146__Q146_cd_33089_104.118893223_30.7136991348.jpg,,201903,cd_33089_104.118893223_30.7136991348.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33089_104.118893223_30.7136991348.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33089_104.118893223_30.7136991348.jpg,0.2683013379573822,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q146__Q146_cd_33089_104.118893223_30.7136991348.jpg,7b9a271acf6b5ffe227cf9628c920039a6a890577ecca752cda8f136abfafecc,Q146__cd_33089_104.1188932_30.71369913.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q146__cd_33089_104.1188932_30.71369913.jpg,Q146__cd_33089_104.1188932_30.71369913.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q146__cd_33089_104.1188932_30.71369913.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q147,existing_300,CD_411845,chengdu,104.0948772,30.70170568,201903,cd_411845_104.094877174_30.7017056757.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_411845_104.094877174_30.7017056757.jpg,24,0.2241606265306473,center,开敞公园化/滨水式道路,Q147__cd_411845_104.0948772_30.70170568.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q147__cd_411845_104.0948772_30.70170568.jpg,CD_411845,False,False,not_applicable_existing_300,Q147__Q147_cd_411845_104.094877174_30.7017056757.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q147__Q147_cd_411845_104.094877174_30.7017056757.jpg,,201903,cd_411845_104.094877174_30.7017056757.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_411845_104.094877174_30.7017056757.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_411845_104.094877174_30.7017056757.jpg,0.2241606265306473,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q147__Q147_cd_411845_104.094877174_30.7017056757.jpg,ee60a5ca12c294b57def031e47c8b9ec1df0502f68e4d68b2e548e93414f5a4a,Q147__cd_411845_104.0948772_30.70170568.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q147__cd_411845_104.0948772_30.70170568.jpg,Q147__cd_411845_104.0948772_30.70170568.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q147__cd_411845_104.0948772_30.70170568.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q148,existing_300,CD_36662,chengdu,104.0085017,30.69824311,202005,cd_36662_104.008501666_30.6982431057.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_36662_104.008501666_30.6982431057.jpg,24,0.2181318700313568,center,开敞公园化/滨水式道路,Q148__cd_36662_104.0085017_30.69824311.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q148__cd_36662_104.0085017_30.69824311.jpg,CD_36662,False,False,not_applicable_existing_300,Q148__Q148_cd_36662_104.008501666_30.6982431057.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q148__Q148_cd_36662_104.008501666_30.6982431057.jpg,,202005,cd_36662_104.008501666_30.6982431057.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_36662_104.008501666_30.6982431057.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_36662_104.008501666_30.6982431057.jpg,0.2181318700313568,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q148__Q148_cd_36662_104.008501666_30.6982431057.jpg,666f2df84d3bcab308cf50811177e190745abe409e1f709790c0b27a9a7d00af,Q148__cd_36662_104.0085017_30.69824311.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q148__cd_36662_104.0085017_30.69824311.jpg,Q148__cd_36662_104.0085017_30.69824311.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q148__cd_36662_104.0085017_30.69824311.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q149,existing_300,CD_413206,chengdu,104.0746606,30.7219459,201903,cd_413206_104.074660556_30.7219458978.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_413206_104.074660556_30.7219458978.jpg,24,0.2892107367515564,middle,开敞公园化/滨水式道路,Q149__cd_413206_104.0746606_30.7219459.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q149__cd_413206_104.0746606_30.7219459.jpg,CD_413206,False,False,not_applicable_existing_300,Q149__Q149_cd_413206_104.074660556_30.7219458978.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q149__Q149_cd_413206_104.074660556_30.7219458978.jpg,,201903,cd_413206_104.074660556_30.7219458978.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_413206_104.074660556_30.7219458978.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_413206_104.074660556_30.7219458978.jpg,0.2892107367515564,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q149__Q149_cd_413206_104.074660556_30.7219458978.jpg,f420445616746d47060e500f305ac66823c810e7091fb3844c37bab0a8082b3b,Q149__cd_413206_104.0746606_30.7219459.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q149__cd_413206_104.0746606_30.7219459.jpg,Q149__cd_413206_104.0746606_30.7219459.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q149__cd_413206_104.0746606_30.7219459.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q150,existing_300,CD_33046,chengdu,104.1075498,30.71131732,201903,cd_33046_104.107549761_30.7113173183.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33046_104.107549761_30.7113173183.jpg,24,0.2987240254878998,edge,开敞公园化/滨水式道路,Q150__cd_33046_104.1075498_30.71131732.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q150__cd_33046_104.1075498_30.71131732.jpg,CD_33046,False,False,not_applicable_existing_300,Q150__Q150_cd_33046_104.107549761_30.7113173183.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q150__Q150_cd_33046_104.107549761_30.7113173183.jpg,,201903,cd_33046_104.107549761_30.7113173183.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33046_104.107549761_30.7113173183.jpg,D:\StreetView_Project\01_Data\Street_Images\chengdu\cd_streetview\cd_33046_104.107549761_30.7113173183.jpg,0.2987240254878998,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q150__Q150_cd_33046_104.107549761_30.7113173183.jpg,cbf0b9de3097055af600885d26d2965a753a8e4be2b6902dd1d0367e2444c7ca,Q150__cd_33046_104.1075498_30.71131732.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q150__cd_33046_104.1075498_30.71131732.jpg,Q150__cd_33046_104.1075498_30.71131732.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q150__cd_33046_104.1075498_30.71131732.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q151,existing_300,CQ_673121,chongqing,106.513836,29.502859,202210,cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_673121_106.513836_29.502859.jpg,0,0.2117951363325119,center,开敞混合主干路/绿化背景道路,Q151__cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q151__cq_673121_106.513836_29.502859.jpg,CQ_673121,False,False,not_applicable_existing_300,Q151__Q151_cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q151__Q151_cq_673121_106.513836_29.502859.jpg,,202210,cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_673121_106.513836_29.502859.jpg,0.2117951363325119,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q151__Q151_cq_673121_106.513836_29.502859.jpg,f2bd9b84f28988869eeae18718e90610d3202e40edb6d41c5be289cd314500dc,Q151__cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q151__cq_673121_106.513836_29.502859.jpg,Q151__cq_673121_106.513836_29.502859.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q151__cq_673121_106.513836_29.502859.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
