qid,sample_origin,image_id,city,lon,lat,year_month_x,image_filename_original,source_image_path,streetclip_cluster_k25,distance_to_cluster_center_x,distance_layer,cluster_name_cn,questionnaire_image_filename,questionnaire_image_path,original_08B_image_id,replacement_detected,reported_replaced_by_user,reported_vs_detected,final_checked_image_filename,final_checked_image_path,sha256,year_month_y,image_filename,image_path,streetclip_source_path,distance_to_cluster_center_y,resolved_source_image_path,source_sha256,08D_flat_filename,08D_flat_path,final_image_filename,final_image_path,final_freeze_status,final_freeze_source_08D_run
Q257,existing_300,CQ_2431228,chongqing,106.534125,29.424309,202210,cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2431228_106.534125_29.424309.jpg,18,0.272109717130661,middle,开敞绿化道路/公园边界道路,Q257__cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q257__cq_2431228_106.534125_29.424309.jpg,CQ_2431228,False,False,not_applicable_existing_300,Q257__Q257_cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q257__Q257_cq_2431228_106.534125_29.424309.jpg,,202210,cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2431228_106.534125_29.424309.jpg,0.272109717130661,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q257__Q257_cq_2431228_106.534125_29.424309.jpg,25b19a092b12e93f9dd6b481de9046ad28b3c36eb45801433810927b8b8601fc,Q257__cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q257__cq_2431228_106.534125_29.424309.jpg,Q257__cq_2431228_106.534125_29.424309.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q257__cq_2431228_106.534125_29.424309.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q258,existing_300,CQ_594865,chongqing,106.450709,29.504638,202210,cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_594865_106.450709_29.504638.jpg,18,0.2280905991792679,center,开敞绿化道路/公园边界道路,Q258__cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q258__cq_594865_106.450709_29.504638.jpg,CQ_594865,False,False,not_applicable_existing_300,Q258__Q258_cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q258__Q258_cq_594865_106.450709_29.504638.jpg,,202210,cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_594865_106.450709_29.504638.jpg,0.2280905991792679,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q258__Q258_cq_594865_106.450709_29.504638.jpg,83fbdea72e8dcec45fed0d42358746cb4d04ceda6ade9c5ec8f2aa0b86b5c3e4,Q258__cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q258__cq_594865_106.450709_29.504638.jpg,Q258__cq_594865_106.450709_29.504638.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q258__cq_594865_106.450709_29.504638.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q259,existing_300,CQ_659574,chongqing,106.499877,29.570222,201906,cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_659574_106.499877_29.570222.jpg,18,0.2763836681842804,middle,开敞绿化道路/公园边界道路,Q259__cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q259__cq_659574_106.499877_29.570222.jpg,CQ_659574,False,False,not_applicable_existing_300,Q259__Q259_cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q259__Q259_cq_659574_106.499877_29.570222.jpg,,201906,cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_659574_106.499877_29.570222.jpg,0.2763836681842804,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q259__Q259_cq_659574_106.499877_29.570222.jpg,c0c670c55e6f96189dd7a6028942a60202ca67d29926b67cd0ac4eaf512e5664,Q259__cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q259__cq_659574_106.499877_29.570222.jpg,Q259__cq_659574_106.499877_29.570222.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q259__cq_659574_106.499877_29.570222.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q260,existing_300,CQ_650886,chongqing,106.494986,29.534104,201906,cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_650886_106.494986_29.534104.jpg,18,0.2876152098178864,middle,开敞绿化道路/公园边界道路,Q260__cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q260__cq_650886_106.494986_29.534104.jpg,CQ_650886,False,False,not_applicable_existing_300,Q260__Q260_cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q260__Q260_cq_650886_106.494986_29.534104.jpg,,201906,cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_650886_106.494986_29.534104.jpg,0.2876152098178864,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q260__Q260_cq_650886_106.494986_29.534104.jpg,3b120878b679ed0b45bfc75aca0762eeb127e8a0848676a626cdf7f1e24fae74,Q260__cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q260__cq_650886_106.494986_29.534104.jpg,Q260__cq_650886_106.494986_29.534104.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q260__cq_650886_106.494986_29.534104.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q261,existing_300,CQ_604729,chongqing,106.46443,29.487771,201711,cq_604729_106.464430_29.487771.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_604729_106.464430_29.487771.jpg,18,0.3298817574977875,edge,开敞绿化道路/公园边界道路,Q261__cq_604729_106.46443_29.487771.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q261__cq_604729_106.46443_29.487771.jpg,CQ_604729,False,False,not_applicable_existing_300,Q261__Q261_cq_604729_106.464430_29.487771.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q261__Q261_cq_604729_106.464430_29.487771.jpg,,201711,cq_604729_106.464430_29.487771.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_604729_106.464430_29.487771.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_604729_106.464430_29.487771.jpg,0.3298817574977875,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q261__Q261_cq_604729_106.464430_29.487771.jpg,bac315948abf020fe343e86525bf46dc7db27b2602b74bae02e7ab7086fe83af,Q261__cq_604729_106.46443_29.487771.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q261__cq_604729_106.46443_29.487771.jpg,Q261__cq_604729_106.46443_29.487771.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q261__cq_604729_106.46443_29.487771.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q262,existing_300,CQ_3204227,chongqing,106.524088,29.471751,202210,cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3204227_106.524088_29.471751.jpg,19,0.2347969263792038,center,晴天开敞主干路/低密道路,Q262__cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q262__cq_3204227_106.524088_29.471751.jpg,CQ_3204227,False,False,not_applicable_existing_300,Q262__Q262_cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q262__Q262_cq_3204227_106.524088_29.471751.jpg,,202210,cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3204227_106.524088_29.471751.jpg,0.2347969263792038,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q262__Q262_cq_3204227_106.524088_29.471751.jpg,f7a61d4aaab7416dd52c3eff567d864e9861eb957f496a81f72e39df9433fde9,Q262__cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q262__cq_3204227_106.524088_29.471751.jpg,Q262__cq_3204227_106.524088_29.471751.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q262__cq_3204227_106.524088_29.471751.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q263,existing_300,CQ_2825937,chongqing,106.505893,29.527433,202210,cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2825937_106.505893_29.527433.jpg,19,0.2402112483978271,center,晴天开敞主干路/低密道路,Q263__cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q263__cq_2825937_106.505893_29.527433.jpg,CQ_2825937,False,False,not_applicable_existing_300,Q263__Q263_cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q263__Q263_cq_2825937_106.505893_29.527433.jpg,,202210,cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2825937_106.505893_29.527433.jpg,0.2402112483978271,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q263__Q263_cq_2825937_106.505893_29.527433.jpg,9afde5b261d5fa3421985b138814d2644897c90b9bc91c7228a19d20fd0da3c8,Q263__cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q263__cq_2825937_106.505893_29.527433.jpg,Q263__cq_2825937_106.505893_29.527433.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q263__cq_2825937_106.505893_29.527433.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q264,existing_300,CQ_2423343,chongqing,106.496553,29.505622,202210,cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2423343_106.496553_29.505622.jpg,19,0.1886011958122253,center,晴天开敞主干路/低密道路,Q264__cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q264__cq_2423343_106.496553_29.505622.jpg,CQ_2423343,False,False,not_applicable_existing_300,Q264__Q264_cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q264__Q264_cq_2423343_106.496553_29.505622.jpg,,202210,cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_2423343_106.496553_29.505622.jpg,0.1886011958122253,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q264__Q264_cq_2423343_106.496553_29.505622.jpg,e2fe2d4ad2b5bfbfd4376f2ccc20e29b775221cb2bfbcfaeb0a3f0e2a1d246c0,Q264__cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q264__cq_2423343_106.496553_29.505622.jpg,Q264__cq_2423343_106.496553_29.505622.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q264__cq_2423343_106.496553_29.505622.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q265,existing_300,CQ_3304530,chongqing,106.529176,29.592713,202210,cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304530_106.529176_29.592713.jpg,19,0.2820604741573334,middle,晴天开敞主干路/低密道路,Q265__cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q265__cq_3304530_106.529176_29.592713.jpg,CQ_3304530,False,False,not_applicable_existing_300,Q265__Q265_cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q265__Q265_cq_3304530_106.529176_29.592713.jpg,,202210,cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304530_106.529176_29.592713.jpg,0.2820604741573334,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q265__Q265_cq_3304530_106.529176_29.592713.jpg,a5e6e43d5809e257e580c3f1ae9f453eb6a74784e7cb74e69ef177d83240ad66,Q265__cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q265__cq_3304530_106.529176_29.592713.jpg,Q265__cq_3304530_106.529176_29.592713.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q265__cq_3304530_106.529176_29.592713.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q266,existing_300,CQ_3203837,chongqing,106.526698,29.464938,202210,cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3203837_106.526698_29.464938.jpg,19,0.2474924176931381,center,晴天开敞主干路/低密道路,Q266__cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q266__cq_3203837_106.526698_29.464938.jpg,CQ_3203837,False,False,not_applicable_existing_300,Q266__Q266_cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q266__Q266_cq_3203837_106.526698_29.464938.jpg,,202210,cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3203837_106.526698_29.464938.jpg,0.2474924176931381,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q266__Q266_cq_3203837_106.526698_29.464938.jpg,5cbfb48063ef7c188adb2b113008d3f002ce6d4241db5b07eb5313d3e03ba408,Q266__cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q266__cq_3203837_106.526698_29.464938.jpg,Q266__cq_3203837_106.526698_29.464938.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q266__cq_3203837_106.526698_29.464938.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q267,existing_300,CQ_3304439,chongqing,106.49648,29.596108,202210,cq_3304439_106.496480_29.596108.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304439_106.496480_29.596108.jpg,19,0.3479790091514587,edge,晴天开敞主干路/低密道路,Q267__cq_3304439_106.49648_29.596108.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q267__cq_3304439_106.49648_29.596108.jpg,CQ_3304439,False,False,not_applicable_existing_300,Q267__Q267_cq_3304439_106.496480_29.596108.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q267__Q267_cq_3304439_106.496480_29.596108.jpg,,202210,cq_3304439_106.496480_29.596108.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304439_106.496480_29.596108.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3304439_106.496480_29.596108.jpg,0.3479790091514587,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q267__Q267_cq_3304439_106.496480_29.596108.jpg,425b8e07ce15661a986b03b07251311fafb68181019f6e94bdfcacefd50e1afa,Q267__cq_3304439_106.49648_29.596108.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q267__cq_3304439_106.49648_29.596108.jpg,Q267__cq_3304439_106.49648_29.596108.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q267__cq_3304439_106.49648_29.596108.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q268,existing_300,CQ_740185,chongqing,106.585088,29.546986,201907,cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_740185_106.585088_29.546986.jpg,20,0.2815961241722107,center,林荫混合街道/绿化商业道路,Q268__cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q268__cq_740185_106.585088_29.546986.jpg,CQ_740185,False,False,not_applicable_existing_300,Q268__Q268_cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q268__Q268_cq_740185_106.585088_29.546986.jpg,,201907,cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_740185_106.585088_29.546986.jpg,0.2815961241722107,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q268__Q268_cq_740185_106.585088_29.546986.jpg,a52b4f31f4545c8ca9aaebd8007b2d4971ef5bb89c123a7be6cc3c36efa991d7,Q268__cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q268__cq_740185_106.585088_29.546986.jpg,Q268__cq_740185_106.585088_29.546986.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q268__cq_740185_106.585088_29.546986.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q269,existing_300,CQ_3306780,chongqing,106.522286,29.577289,202210,cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3306780_106.522286_29.577289.jpg,20,0.2750126123428345,center,林荫混合街道/绿化商业道路,Q269__cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q269__cq_3306780_106.522286_29.577289.jpg,CQ_3306780,False,False,not_applicable_existing_300,Q269__Q269_cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q269__Q269_cq_3306780_106.522286_29.577289.jpg,,202210,cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_3306780_106.522286_29.577289.jpg,0.2750126123428345,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q269__Q269_cq_3306780_106.522286_29.577289.jpg,a7628f7f8b1f4680ddbf0cd2b0686557a2e7d6d1052c913756c738801e06eab7,Q269__cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q269__cq_3306780_106.522286_29.577289.jpg,Q269__cq_3306780_106.522286_29.577289.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q269__cq_3306780_106.522286_29.577289.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
Q270,existing_300,CQ_663250,chongqing,106.499369,29.553524,201711,cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_663250_106.499369_29.553524.jpg,20,0.2770273387432098,center,林荫混合街道/绿化商业道路,Q270__cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q270__cq_663250_106.499369_29.553524.jpg,CQ_663250,False,False,not_applicable_existing_300,Q270__Q270_cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q270__Q270_cq_663250_106.499369_29.553524.jpg,,201711,cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\01_Data\Street_Images\chongqing\cq_streetview\cq_663250_106.499369_29.553524.jpg,0.2770273387432098,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_300\02_images_main\_final_flat_300_for_check\Q270__Q270_cq_663250_106.499369_29.553524.jpg,9060f89ae148f538ad7265ccf7c6651f322580f58a3567dc909f194fcb6426fa,Q270__cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220\01_preliminary_flat_500\Q270__cq_663250_106.499369_29.553524.jpg,Q270__cq_663250_106.499369_29.553524.jpg,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08F_final500_freeze_run_20260728_145702\01_final_flat_500\Q270__cq_663250_106.499369_29.553524.jpg,frozen_08F,D:\StreetView_Project\03_Output\clip_knn\questionnaire_sample_k25_500_added_200\08D_spatial_visual_proximity_check_run_20260728_143220
